new_id,Answer,_alcohol
5574baf4d6dfbb4fbd05dba9,Alcohol Consumption,True
558dc72fd6dfbb024ceb9dd1,Alcohol Consumption,True
5591db5ad6dfbb048bd3109a,Alcohol Consumption,True
5573acf2d6dfbb41a07dafa0,Alcohol Consumption,True
5572ea8bd6dfbb135101b7ae,Alcohol Consumption,True
558c2e32d6dfbb3aa1ce9485,Alcohol Consumption,True
5588e219d6dfbb4c467fbb78,Alcohol Consumption,True
55866db2d6dfbb108cadb69b,Alcohol Consumption,True
557c9e49d6dfbb7ac08b053f,Alcohol Consumption,True
55715656d6dfbb741362c246,Alcohol Consumption,True
55706d1ad6dfbb7f80a0ba40,Alcohol Consumption,True
5571d3c7d6dfbb1a6ee62a87,Alcohol Consumption,True
55898233d6dfbb78c8c2efb1,Alcohol Consumption,True
557c56f3d6dfbb5b60be29ef,Alcohol Consumption,True
556e8cc0d6dfbb3061975e7c,Alcohol Consumption,True
557b1e15d6dfbb226007d20b,Alcohol Consumption,True
55729feed6dfbb6c4cf41520,Alcohol Consumption,True
55839b25d6dfbb158c041d9a,Alcohol Consumption,True
558e2798d6dfbb4c990cb81d,Alcohol Consumption,True
558ae88dd6dfbb5ed62dedf1,Alcohol Consumption,True
558e4d4ad6dfbb6bc45a44fd,Alcohol Consumption,True
558f70ead6dfbb5f01e30bdd,Alcohol Consumption,True
55856b70d6dfbb2a0c9fac96,Alcohol Consumption,True
5573d07ad6dfbb61b92c29f2,Alcohol Consumption,True
55710a24d6dfbb5c4e532efc,Alcohol Consumption,True
5571f78fd6dfbb28af204d32,Alcohol Consumption,True
557a1c1ed6dfbb4a90faa997,Alcohol Consumption,True
55725c1bd6dfbb50f7bd8d08,Alcohol Consumption,True
5570dee1d6dfbb44e3de893b,Alcohol Consumption,True
5579067ad6dfbb3f4bb7820c,Alcohol Consumption,True
5587c9abd6dfbb4a57903f56,Alcohol Consumption,True
557b53d2d6dfbb3170894e56,Alcohol Consumption,True
5587281dd6dfbb1a1170bd65,Alcohol Consumption,True
5589162bd6dfbb5b1657a815,Alcohol Consumption,True
558b70e2d6dfbb05d90212c3,Alcohol Consumption,True
5577945ed6dfbb4faa85fd6c,Alcohol Consumption,True
55848754d6dfbb57dc40d57c,Alcohol Consumption,True
556e944fd6dfbb306197a952,Alcohol Consumption,True
55737140d6dfbb021809b50d,Alcohol Consumption,True
558f5b39d6dfbb5b009e45ac,Alcohol Consumption,True
557d9fc6d6dfbb5ccfb77ad5,Alcohol Consumption,True
55711479d6dfbb62ba966f22,Alcohol Consumption,True
557a2b1ad6dfbb4fc2718244,Alcohol Consumption,True
557a18a0d6dfbb4a90fa8791,Alcohol Consumption,True
556ec47bd6dfbb588b6e340a,Alcohol Consumption,True
5590388dd6dfbb2324c8b349,Alcohol Consumption,True
556fab67d6dfbb7ef6bdc925,Alcohol Consumption,True
557f0c50d6dfbb4655a6cb51,Alcohol Consumption,True
55706e8ed6dfbb7f80a0c639,Alcohol Consumption,True
5570d774d6dfbb3b0271597f,Alcohol Consumption,True
558dd043d6dfbb0a94814020,Alcohol Consumption,True
559041f5d6dfbb2324c8f68f,Alcohol Consumption,True
5573ac3fd6dfbb41a07da833,Alcohol Consumption,True
557a05f9d6dfbb4571383d0d,Alcohol Consumption,True
558662a9d6dfbb108cad7210,Alcohol Consumption,True
559073efd6dfbb3e7804fd70,Alcohol Consumption,True
556fc8bbd6dfbb11fa710579,Alcohol Consumption,True
5575d6fed6dfbb66f9dae80e,Alcohol Consumption,True
557ef5c3d6dfbb3f314597b2,Alcohol Consumption,True
557f922ed6dfbb7a035c2de5,Alcohol Consumption,True
557eeb22d6dfbb3f31455127,Alcohol Consumption,True
558793f2d6dfbb38273cc35b,Alcohol Consumption,True
558dd639d6dfbb0a948180b0,Alcohol Consumption,True
5578d136d6dfbb2659226c0f,Alcohol Consumption,True
55733f90d6dfbb44a9f11e11,Alcohol Consumption,True
55720c22d6dfbb2de171bab9,Alcohol Consumption,True
557b8383d6dfbb4db1fcbeef,Alcohol Consumption,True
558640d4d6dfbb01eb2849a2,Alcohol Consumption,True
55737e78d6dfbb130f383aec,Alcohol Consumption,True
55868a7cd6dfbb1b603db254,Alcohol Consumption,True
558e0a8dd6dfbb3730f331a8,Alcohol Consumption,True
55876505d6dfbb2d33906fc6,Alcohol Consumption,True
5587c865d6dfbb4a57903a7f,Alcohol Consumption,True
558ffcf5d6dfbb0cbac843f9,Alcohol Consumption,True
5586eb8ed6dfbb6279ac5e69,Alcohol Consumption,True
55748832d6dfbb4333eb140a,Alcohol Consumption,True
55726ca2d6dfbb56bc59f7ce,Alcohol Consumption,True
558c7e26d6dfbb5707f9932a,Alcohol Consumption,True
5570d487d6dfbb3b02713dfb,Alcohol Consumption,True
558481acd6dfbb540231d9c7,Alcohol Consumption,True
5586e1add6dfbb6279ac10b9,Alcohol Consumption,True
5585edfcd6dfbb6056ba2bba,Alcohol Consumption,True
557c55e1d6dfbb5b60be2156,Alcohol Consumption,True
558f95e4d6dfbb6b8a430dab,Alcohol Consumption,True
557e29e2d6dfbb047b5af0dd,Alcohol Consumption,True
5586f3dbd6dfbb6d49b4b7c2,Alcohol Consumption,True
5573decfd6dfbb685dcc983f,Alcohol Consumption,True
557a2550d6dfbb4fc271454a,Alcohol Consumption,True
55888d30d6dfbb2934799087,Alcohol Consumption,True
5574e906d6dfbb5ab88249a7,Alcohol Consumption,True
558f32d1d6dfbb4e29a7e746,Alcohol Consumption,True
55909a06d6dfbb5261dfb1fa,Alcohol Consumption,True
55737fd4d6dfbb130f384792,Alcohol Consumption,True
558d15b9d6dfbb17ce59a5b0,Alcohol Consumption,True
558264d8d6dfbb3712cef28c,Alcohol Consumption,True
55867a27d6dfbb1449ba6e8e,Alcohol Consumption,True
5589b776d6dfbb0977b31b40,Alcohol Consumption,True
55839283d6dfbb11d02e75b0,Alcohol Consumption,True
55919d9fd6dfbb5a8183b396,Alcohol Consumption,True
5578f590d6dfbb35dd8733c2,Alcohol Consumption,True
5584a38ed6dfbb5faef76c5d,Alcohol Consumption,True
55862ab6d6dfbb7d2ba10ca1,Alcohol Consumption,True
5570191cd6dfbb46c34c19e5,Alcohol Consumption,True
557cdcb3d6dfbb14da21dea1,Alcohol Consumption,True
557ce64fd6dfbb1b59b21238,Alcohol Consumption,True
557314c4d6dfbb22b6442411,Alcohol Consumption,True
5573633ad6dfbb6f23eb2dba,Alcohol Consumption,True
558f5094d6dfbb57385f1305,Alcohol Consumption,True
55885ddfd6dfbb116fec209e,Alcohol Consumption,True
557cc27ed6dfbb08c690733a,Alcohol Consumption,True
557b17eed6dfbb2260079946,Alcohol Consumption,True
5584a755d6dfbb5faef79015,Alcohol Consumption,True
5588bbead6dfbb410e30f212,Alcohol Consumption,True
5586d465d6dfbb57be44851c,Alcohol Consumption,True
557a26b6d6dfbb4fc2715399,Alcohol Consumption,True
55739da1d6dfbb3251309709,Alcohol Consumption,True
5571eec6d6dfbb239ab1a635,Alcohol Consumption,True
558b5ea7d6dfbb7cefc71c5c,Alcohol Consumption,True
5586e57fd6dfbb6279ac2d8f,Alcohol Consumption,True
558a3634d6dfbb2cc3f0d73d,Alcohol Consumption,True
55822e2ad6dfbb28a3b86e76,Alcohol Consumption,True
557d7be0d6dfbb553fd89eb7,Alcohol Consumption,True
5586f2b4d6dfbb6d49b4adfc,Alcohol Consumption,True
55749dfad6dfbb475a90b48b,Alcohol Consumption,True
55739aced6dfbb3251307c0a,Alcohol Consumption,True
5581e3ded6dfbb1537c05892,Alcohol Consumption,True
5583875ad6dfbb11d02de6f0,Alcohol Consumption,True
5571ddecd6dfbb1e0278672e,Alcohol Consumption,True
5586e49dd6dfbb6279ac26d3,Alcohol Consumption,True
557244edd6dfbb440ea6cb40,Alcohol Consumption,True
558efaf2d6dfbb3d0e4c0bb3,Alcohol Consumption,True
5586d4b7d6dfbb57be448742,Alcohol Consumption,True
5589884dd6dfbb7c6be771e2,Alcohol Consumption,True
556fd365d6dfbb18aa7df064,Alcohol Consumption,True
557514a2d6dfbb6af2f3e1b9,Alcohol Consumption,True
558ca80ed6dfbb61e9d09873,Alcohol Consumption,True
557249e0d6dfbb4b208a88a9,Alcohol Consumption,True
5571d449d6dfbb1a6ee62f03,Alcohol Consumption,True
5587a9dad6dfbb4182ae459e,Alcohol Consumption,True
558de041d6dfbb1285b49675,Alcohol Consumption,True
55712f08d6dfbb6cb0a713dc,Alcohol Consumption,True
55879f61d6dfbb3ce05036e6,Alcohol Consumption,True
558a207bd6dfbb28e5428d39,Alcohol Consumption,True
557527e4d6dfbb6e7ae3f959,Alcohol Consumption,True
556e5510d6dfbb077d4841bf,Alcohol Consumption,True
557bdc2fd6dfbb17d4b2a89e,Alcohol Consumption,True
55822588d6dfbb24cd9714ae,Alcohol Consumption,True
5591d5b0d6dfbb048bd2d8e8,Alcohol Consumption,True
5585ccc7d6dfbb5440081bdd,Alcohol Consumption,True
556ebec5d6dfbb4ebb0cbc20,Alcohol Consumption,True
55860a29d6dfbb702cdda0bf,Alcohol Consumption,True
55727331d6dfbb5bf32d0711,Alcohol Consumption,True
557cb1a1d6dfbb01fd1ffdba,Alcohol Consumption,True
55726a70d6dfbb56bc59df81,Alcohol Consumption,True
5591acb2d6dfbb62c62acfe8,Alcohol Consumption,True
55870710d6dfbb77fd5fd817,Alcohol Consumption,True
5575230ed6dfbb6e7ae3c3f1,Alcohol Consumption,True
55712c13d6dfbb692ade6786,Alcohol Consumption,True
558713d0d6dfbb03f5ef887d,Alcohol Consumption,True
557103b1d6dfbb5c4e52cbb6,Alcohol Consumption,True
557b69f4d6dfbb398e8f5312,Alcohol Consumption,True
5589e0aed6dfbb15feae63f0,Alcohol Consumption,True
5585fc93d6dfbb699e4ff2b2,Alcohol Consumption,True
558ebfecd6dfbb2c49597ae8,Alcohol Consumption,True
557b46c8d6dfbb2d94ba1c63,Alcohol Consumption,True
55901e19d6dfbb1a867fcc6b,Alcohol Consumption,True
557bc16ed6dfbb790ad125fb,Alcohol Consumption,True
558a2003d6dfbb28e542873b,Alcohol Consumption,True
558f314dd6dfbb4e29a7d811,Alcohol Consumption,True
557c93eed6dfbb7427d4bcd5,Alcohol Consumption,True
557cfc96d6dfbb280c6440d1,Alcohol Consumption,True
5582223ad6dfbb24cd96ec94,Alcohol Consumption,True
557caaf5d6dfbb01fd1fc494,Alcohol Consumption,True
